Title,Authors,Description,Page Count,Genres,Publication Year,Star Score,Rating Count,Reviews Count
"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,"In 2017, a routine network television investigation led Ronan Farrow to a story only whispered about: one of Hollywood's most powerful producers was a predator, protected by fear, wealth, and a conspiracy of silence. As Farrow drew closer to the truth, shadowy operatives, from high-priced lawyers to elite war-hardened spies, mounted a secret campaign of intimidation, threatening his career, following his every move and weaponizing an account of abuse in his own family.
All the while, Farrow and his producer faced a degree of resistance that could not be explained - until now. And a trail of clues revealed corruption and cover-ups from Hollywood, to Washington, and beyond.
This is the untold story of the exotic tactics of surveillance and intimidation deployed by wealthy and connected men to threaten journalists, evade accountability and silence victims of abuse - and it's the story of the women who risked everything to expose the truth and spark a global movement.
Both a spy thriller and a meticulous work of investigative journalism, 
Catch and Kill
 breaks devastating new stories about the rampant abuse of power - and sheds far-reaching light on investigations that shook the culture.
In a dramatic account of violence and espionage, Pulitzer Prize-winning investigative reporter Ronan Farrow exposes serial abusers and a cabal of powerful interests hell-bent on covering up the truth, at any cost.",608,"['Nonfiction', 'True Crime', 'Audiobook', 'Politics', 'Crime', 'Feminism', 'Journalism']",2019,4.41,96138,10360
I Think You're Wrong ,Sarah Stewart Holland,"More than ever, politics seems driven by conflict and anger. People sitting together in pews every Sunday have started to feel like strangers, loved ones at the dinner table like enemies. Toxic political dialogue, hate-filled rants on social media, and agenda-driven news stories have become the new norm. It’s exhausting, and it’s too much.
In 
I Think You’re Wrong (But I’m Listening)
, two working moms from opposite ends of the political spectrum contend that there is a better way. They believe that we can choose to respect the dignity of every person, choose to recognize that issues are nuanced and can’t be reduced to political talking points, choose to listen in order to understand, choose gentleness and patience.
 
Sarah from the left and Beth from the right invite those looking for something better than the status quo to pull up a chair and listen to the principles, insights, and practical tools they have learned hosting their fast-growing podcast 
Pantsuit Politics
. As impossible as it might seem, people from opposing political perspectives truly can have calm, grace-­filled conversations with one another—by putting relationship before policy and understanding before argument.",205,"['Nonfiction', 'Politics', 'Audiobook', 'Self Help', 'Religion', 'Adult', 'Personal Development']",2019,4.09,4299,893
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Malcolm Gladwell, host of the podcast Revisionist History and author of the #1 New York Times bestseller 
, offers a powerful examination of our interactions with strangers -- and why they often go wrong.
How did Fidel Castro fool the CIA for a generation? Why did Neville Chamberlain think he could trust Adolf Hitler? Why are campus sexual assaults on the rise? Do television sitcoms teach us something about the way we relate to each other that isn't true?
While tackling these questions, Malcolm Gladwell was not solely writing a book for the page. He was also producing for the ear. In the audiobook version of Talking to Strangers, you'll hear the voices of people he interviewed--scientists, criminologists, military psychologists. Court transcripts are brought to life with re-enactments. You actually hear the contentious arrest of Sandra Bland by the side of the road in Texas. As Gladwell revisits the deceptions of Bernie Madoff, the trial of Amanda Knox, and the suicide of Sylvia Plath, you hear directly from many of the players in these real-life tragedies. There's even a theme song - Janelle Monae's ""Hell You Talmbout.""
Something is very wrong, Gladwell argues, with the tools and strategies we use to make sense of people we don't know. And because we don't know how to talk to strangers, we are inviting conflict and misunderstanding in ways that have a profound effect on our lives and our world.",388,"['Nonfiction', 'Psychology', 'Audiobook', 'Self Help', 'Sociology', 'Science', 'Business']",2019,4.02,287417,23255
The Moment of Lift: How Empowering Women Changes the World,Melinda French Gates,"A debut from 
 third most powerful woman in the world, Melinda Gates, a timely and necessary call to action for women's empowerment.
For the last twenty years, Melinda Gates has been on a mission. Her goal, as co-chair of the Bill & Melinda Gates Foundation, has been to find solutions for people with the most urgent needs, wherever they live. Throughout this journey, one thing has become increasingly clear to her: If you want to lift a society up, invest in women.
In this candid and inspiring book, Gates traces her awakening to the link between women's empowerment and the health of societies. She shows some of the tremendous opportunities that exist right now to “turbo-charge"" change. And she provides simple and effective ways each one of us can make a difference.
Convinced that all women should be free to decide whether and when to have children, Gates took her first step onto the global stage to make a stand for family planning. That step launched her into further efforts: to ensure women everywhere have access to every kind of job; to encourage men around the globe to share equally in the burdens of household work; to advocate for paid family leave for everyone; to eliminate gender bias in all its forms.
Throughout, Gates introduces us to her heroes in the movement towards equality, offers startling data, shares moving conversations she's had with women from all over the world—and shows how we can all get involved.
A personal statement of passionate conviction, this book tells of Gates' journey from a partner working behind the scenes to one of the world's foremost advocates for women, driven by the belief that no one should be excluded, all lives have equal value, and gender equity is the lever that lifts everything.",273,"['Nonfiction', 'Feminism', 'Audiobook', 'Memoir', 'Womens', 'Biography', 'Self Help']",2019,4.28,60066,6857
Know My Name,Chanel Miller,"She was known to the world as Emily Doe when she stunned millions with a letter. Brock Turner had been sentenced to just six months in county jail after he was found sexually assaulting her on Stanford’s campus. Her victim impact statement was posted on BuzzFeed, where it instantly went viral–viewed by eleven million people within four days, it was translated globally and read on the floor of Congress; it inspired changes in California law and the recall of the judge in the case. Thousands wrote to say that she had given them the courage to share their own experiences of assault for the first time.
Now she reclaims her identity to tell her story of trauma, transcendence, and the power of words. It was the perfect case, in many ways–there were eyewitnesses, Turner ran away, physical evidence was immediately secured. But her struggles with isolation and shame during the aftermath and the trial reveal the oppression victims face in even the best-case scenarios. Her story illuminates a culture biased to protect perpetrators, indicts a criminal justice system designed to fail the most vulnerable, and, ultimately, shines with the courage required to move through suffering and live a full and beautiful life.
Know My Name
 will forever transform the way we think about sexual assault, challenging our beliefs about what is acceptable and speaking truth to the tumultuous reality of healing. It also introduces readers to an extraordinary writer, one whose words have already changed our world. Entwining pain, resilience, and humor, this memoir will stand as a modern classic.",384,"['Nonfiction', 'Memoir', 'Audiobook', 'Feminism', 'Biography', 'True Crime', 'Biography Memoir']",2019,4.71,192990,26631
Caste: The Origins of Our Discontents,Isabel Wilkerson,"The Pulitzer Prize–winning, bestselling author of 
 examines the unspoken caste system that has shaped America and shows how our lives today are still defined by a hierarchy of human divisions.
“As we go about our daily lives, caste is the wordless usher in a darkened theater, flashlight cast down in the aisles, guiding us to our assigned seats for a performance. The hierarchy of caste is not about feelings or morality. It is about power—which groups have it and which do not.”
In this brilliant book, Isabel Wilkerson gives us a masterful portrait of an unseen phenomenon in America as she explores, through an immersive, deeply researched narrative and stories about real people, how America today and throughout its history has been shaped by a hidden caste system, a rigid hierarchy of human rankings.
Beyond race, class, or other factors, there is a powerful caste system that influences people’s lives and behavior and the nation’s fate. Linking the caste systems of America, India, and Nazi Germany, Wilkerson explores eight pillars that underlie caste systems across civilizations, including divine will, bloodlines, stigma, and more. Using riveting stories about people—including Martin Luther King, Jr., baseball’s Satchel Paige, a single father and his toddler son, Wilkerson herself, and many others—she shows the ways that the insidious undertow of caste is experienced every day. She documents how the Nazis studied the racial systems in America to plan their out-cast of the Jews; she discusses why the cruel logic of caste requires that there be a bottom rung for those in the middle to measure themselves against; she writes about the surprising health costs of caste, in depression and life expectancy, and the effects of this hierarchy on our culture and politics. Finally, she points forward to ways America can move beyond the artificial and destructive separations of human divisions, toward hope in our common humanity.",544,"['Nonfiction', 'History', 'Race', 'Audiobook', 'Social Justice', 'Sociology', 'Anti Racist']",2020,4.53,133588,18528
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"On Winston Churchill's first day as prime minister, Adolf Hitler invaded Holland and Belgium. Poland and Czechoslovakia had already fallen, and the Dunkirk evacuation was just two weeks away. For the next twelve months, Hitler would wage a relentless bombing campaign, killing 45,000 Britons. It was up to Churchill to hold his country together and persuade President Franklin Roosevelt that Britain was a worthy ally--and willing to fight to the end.
In 
, Erik Larson shows how Churchill taught the British people ""the art of being fearless."" It is a story of political brinkmanship, but it's also an intimate domestic drama, set against the backdrop of Churchill's prime-ministerial country home, Chequers; his wartime retreat, Ditchley, where he and his entourage go when the moon is brightest and the bombing threat is highest; and of course 10 Downing Street in London. Drawing on diaries, original archival documents, and once-secret intelligence reports--some released only recently--Larson provides a new lens on London's darkest year through the day-to-day experience of Churchill and his family: his wife, Clementine; their youngest daughter, Mary, who chafes against her parents' wartime protectiveness; their son, Randolph, and his beautiful, unhappy wife, Pamela; Pamela's illicit lover, a dashing American emissary; and the advisers in Churchill's ""Secret Circle,"" to whom he turns in the hardest moments.",546,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Audiobook', 'Historical']",2020,4.29,114058,11731
Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,"The heartrending story of a midcentury American family with twelve children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.
Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their twelve children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins—aspiration, hard work, upward mobility, domestic harmony—and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the ten Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family?
What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations.
With clarity and compassion, bestselling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope.",377,"['Nonfiction', 'Psychology', 'Science', 'Audiobook', 'Biography', 'Mental Health', 'History']",2020,4.16,120344,11949
A Promised Land,Barack Obama,"A riveting, deeply personal account of history in the making, from the president who inspired us to believe in the power of democracy. 
In the stirring, highly anticipated first volume of his presidential memoirs, Barack Obama tells the story of his improbable odyssey from young man searching for his identity to leader of the free world, describing in strikingly personal detail both his political education and the landmark moments of the first term of his historic presidency—a time of dramatic transformation and turmoil.
Obama takes readers on a compelling journey from his earliest political aspirations to the pivotal Iowa caucus victory that demonstrated the power of grassroots activism to the watershed night of November 4, 2008, when he was elected 44th president of the United States, becoming the first African American to hold the nation’s highest office.
Reflecting on the presidency, he offers a unique and thoughtful exploration of both the awesome reach and the limits of presidential power, as well as singular insights into the dynamics of U.S. partisan politics and international diplomacy. Obama brings readers inside the Oval Office and the White House Situation Room, and to Moscow, Cairo, Beijing, and points beyond. We are privy to his thoughts as he assembles his cabinet, wrestles with a global financial crisis, takes the measure of Vladimir Putin, overcomes seemingly insurmountable odds to secure passage of the Affordable Care Act, clashes with generals about U.S. strategy in Afghanistan, tackles Wall Street reform, responds to the devastating Deepwater Horizon blowout, and authorizes Operation Neptune’s Spear, which leads to the death of Osama bin Laden.
A Promised Land is extraordinarily intimate and introspective—the story of one man’s bet with history, the faith of a community organizer tested on the world stage. Obama is candid about the balancing act of running for office as a Black American, bearing the expectations of a generation buoyed by messages of “hope and change,” and meeting the moral challenges of high-stakes decision-making. He is frank about the forces that opposed him at home and abroad, open about how living in the White House affected his wife and daughters, and unafraid to reveal self-doubt and disappointment. Yet he never wavers from his belief that inside the great, ongoing American experiment, progress is always possible.
This beautifully written and powerful book captures Barack Obama’s conviction that democracy is not a gift from on high but something founded on empathy and common understanding and built together, day by day.",768,"['Nonfiction', 'Biography', 'Memoir', 'Politics', 'Audiobook', 'History', 'Autobiography']",2020,4.34,221998,19636
"Sigh, Gone: A Misfit's Memoir of Great Books, Punk Rock, and the Fight to Fit In",Phuc  Tran,"For anyone who has ever felt like they don't belong, 
 shares an irreverent, funny, and moving tale of displacement and assimilation woven together with poignant themes from beloved works of classic literature.
In 1975, during the fall of Saigon, Phuc Tran immigrates to America along with his family. By sheer chance they land in Carlisle, Pennsylvania, a small town where the Trans struggle to assimilate into their new life. In this coming-of-age memoir told through the themes of great books such as 
The Metamorphosis
, 
The Scarlet Letter
, 
The Iliad,
 and more, Tran navigates the push and pull of finding and accepting himself despite the challenges of immigration, feelings of isolation, and teenage rebellion, all while attempting to meet the rigid expectations set by his immigrant parents.
Appealing to fans of coming-of-age memoirs such as 
Fresh Off the Boat, Running with Scissors, 
or tales of assimilation like Viet Thanh Nguyen's 
The Displaced
 and 
The Refugees
, Sigh, Gone 
explores one man’s bewildering experiences of abuse, racism, and tragedy and reveals redemption and connection in books and punk rock. Against the hairspray-and-synthesizer backdrop of the ‘80s, he finds solace and kinship in the wisdom of classic literature, and in the subculture of punk rock, he finds affirmation and echoes of his disaffection. In his journey for self-discovery Tran ultimately finds refuge and inspiration in the art that shapes—and ultimately saves—him.",320,"['Memoir', 'Nonfiction', 'Biography', 'Audiobook', 'Biography Memoir', 'Race', 'Music']",2020,4.3,8454,1279
Karma: A Yogi's Guide to Crafting Your Destiny,Sadhguru,"A new perspective on the overused and misunderstood concept of ""karma"" that offers the key to happiness and enlightenment, from the 
 bestselling author and world-renowned spiritual master Sadhguru.
What is karma? Most people understand karma as a balance sheet of good and bad deeds, virtues and sins. The mechanism that decrees that we cannot evade the consequences of our own actions. In reality, karma has nothing to do with reward and punishment. Karma simply means action: your action, your responsibility. It isn't some external system of crime and punishment, but an internal cycle generated by you. Accumulation of karma is determined only by your intention and the way you respond to what is happening to you. Over time, it's possible to become ensnared by your own unconscious patterns of behavior.
In 
Karma
, Sadhguru seeks to put you back in the driver's seat, turning you from a terror-struck passenger to a confident driver navigating the course of your own destiny. By living consciously and fully inhabiting each moment, you can free yourself from the cycle. 
Karma
 is an exploration and a manual, restoring our understanding of karma to its original potential for freedom and empowerment instead of a source of entanglement. Through Sadhguru's teachings, you will learn how to live intelligently and joyfully in a challenging world.",272,"['Spirituality', 'Self Help', 'Nonfiction', 'Philosophy', 'Personal Development', 'Psychology', 'Audiobook']",2021,4.31,5337,590
The Anthropocene Reviewed,John Green,"A deeply moving and mind-expanding collection of personal essays in the first ever work of non-fiction from #1 internationally bestselling author John Green
The Anthropocene is the current geological age, in which human activity has profoundly shaped the planet and its biodiversity. In this remarkable symphony of essays adapted and expanded from his ground-breaking, critically acclaimed podcast, John Green reviews different facets of the human-centered planet - from the QWERTY keyboard and Halley's Comet to Penguins of Madagascar - on a five-star scale.
Complex and rich with detail, the Anthropocene's reviews have been praised as 'observations that double as exercises in memoiristic empathy', with over 10 million lifetime downloads. John Green's gift for storytelling shines throughout this artfully curated collection about the shared human experience; it includes beloved essays along with six all-new pieces exclusive to the book.",293,"['Nonfiction', 'Essays', 'Audiobook', 'Memoir', 'History', 'Science', 'Adult']",2021,4.37,118433,20108
Crying in H Mart,Michelle Zauner,"A memoir about growing up Korean American, losing her mother, and forging her own identity.
Michelle Zauner tells of growing up one of the few Asian American kids at her school in Eugene, Oregon; of struggling with her mother’s particular, high expectations of her; of a painful adolescence; of treasured months spent in her grandmother’s tiny apartment in Seoul, where she and her mother would bond, late at night, over heaping plates of food.
As she grew up, moving to the East Coast for college, finding work in the restaurant industry, and performing gigs with her fledgling band—and meeting the man who would become her husband—her Koreanness began to feel ever more distant, even as she found the life she wanted to live. It was her mother’s diagnosis of terminal cancer, when Michelle was twenty-five, that forced a reckoning with her identity and brought her to reclaim the gifts of taste, language, and history her mother had given her.",256,"['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Food', 'Biography Memoir', 'Adult']",2021,4.27,393807,45735
Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"The highly anticipated portrait of three generations of the Sackler family, by the prize-winning, bestselling author of 
.
 
The Sackler name adorns the walls of many storied institutions: Harvard, the Metropolitan Museum of Art, Oxford, the Louvre. They are one of the richest families in the world, known for their lavish donations to the arts and sciences. The source of the family fortune was vague, however, until it emerged that the Sacklers were responsible for making and marketing OxyContin, a blockbuster painkiller that was a catalyst for the opioid crisis.
Empire of Pain
 is a masterpiece of narrative reporting and writing, exhaustively documented and ferociously compelling.",535,"['Nonfiction', 'History', 'Audiobook', 'Biography', 'True Crime', 'Business', 'Science']",2021,4.54,99045,11654
When Strivings Cease: Replacing the Gospel of Self-Improvement with the Gospel of Life-Transforming Grace,Ruth Chou Simons,"This is not a call to get busy; it’s a call to get discerning. 
In this hustling, image-forward age of opportunity, women are more anxious than ever. Despite all the affirming memes and self-reflections that dominate social media feeds, approval and worth often seem assigned to what we do rather than who we are. And we end up constantly feeling behind, lacking, and like we're failing--at home, at work, with friends, with God.
Ruth Chou Simons knows something of feeling measured by achievement, performance, and the approval of others. As a Taiwanese immigrant growing up between two cultures, Ruth was always on a mission to prove her worth. Until she came to truly understand the one thing that changes everything: the extravagant, undeserved gift of grace from a merciful God. In 
When Strivings Cease
, Ruth guides us all on a journey to find freedom from the never-ending quest for self-improvement. She shows us how to examine the ways we look to superficial means of acceptance and belonging, and find relief in realizing we can't be so amazing that we won't need grace; stop seeing God as someone we perform for and start finding delight in responding to God's welcome; and find relief from running the hamster wheel of relying on our own strength, our own abilities, and our own savvy--and always coming up short--by truly understanding the freedom Jesus purchased.
With personal story, biblical insights, practical applications, and original artwork by Ruth, this book helps us see the truth that God's favor is the only currency we need, because in Christ we are enough.",224,"['Christian', 'Nonfiction', 'Faith', 'Christian Living', 'Self Help', 'Christian Non Fiction', 'Christianity']",2021,4.38,2809,468
Broken,Jenny  Lawson,"From the #1 
 bestselling author of 
Furiously Happy
 and 
Let’s Pretend This Never Happened
 comes a deeply relatable book filled with humor and honesty about depression and anxiety.
As Jenny Lawson’s hundreds of thousands of fans know, she suffers from depression. In Broken, Jenny brings readers along on her mental and physical health journey, offering heartbreaking and hilarious anecdotes along the way.
With people experiencing anxiety and depression now more than ever, Jenny humanizes what we all face in an all-too-real way, reassuring us that we’re not alone and making us laugh while doing it. From the business ideas that she wants to pitch to Shark Tank to the reason why Jenny can never go back to the post office, Broken leaves nothing to the imagination in the most satisfying way. And of course, Jenny’s long-suffering husband Victor―the Ricky to Jenny’s Lucille Ball―is present throughout.
A treat for Jenny Lawson’s already existing fans, and destined to convert new ones, Broken is a beacon of hope and a wellspring of laughter when we all need it most.",285,"['Nonfiction', 'Humor', 'Memoir', 'Audiobook', 'Mental Health', 'Biography', 'Essays']",2021,4.03,41038,5845
Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"is a book about the benefit of doubt, and about how we can get better at embracing the unknown and the joy of being wrong. Evidence has shown that creative geniuses are not attached to one identity, but constantly willing to rethink their stances and that leaders who admit they don't know something and seek critical feedback lead more productive and innovative teams.
New evidence shows us that as a mindset and a skilllset, rethinking can be taught and Grant explains how to develop the necessary qualities to do it. Section 1 explores why we struggle to think again and how we can learn to do it as individuals, arguing that 'grit' alone can actually be counterproductive. Section 2 discusses how we can help others think again through learning about 'argument literacy'. And the final section 3 looks at how schools, businesses and governments fall short in building cultures that encourage rethinking.
In the end, learning to 
rethink
 may be the secret skill to give you the edge in a world changing faster than ever.",307,"['Nonfiction', 'Psychology', 'Self Help', 'Business', 'Personal Development', 'Audiobook', 'Leadership']",2021,4.22,93243,7101
How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Bill Gates shares what he's learned in more than a decade of studying climate change and investing in innovations to address the problems, and sets out a vision for how the world can build the tools it needs to get to zero greenhouse gas emissions.
Bill Gates explains why he cares so deeply about climate change and what makes him optimistic that the world can prevent the worst impacts of the climate crisis. Gates says, ""we can work on a local, national, and global level to build the technologies, businesses, and industries to avoid the worst impacts of climate change."" His interest in climate change is a natural outgrowth of the efforts by his foundation to reduce poverty and disease. Climate change, according to Gates, will have the biggest impact on the people who have done the least to cause it. As a technologist, he has seen first-hand how innovation can change the world. By investing in research, inventing new technologies, and by deploying them quickly at large scale, Gates believes climate change can be addressed in meaningful ways. According to Gates, ""to prevent the worst effects of climate change, we have to get to net-zero emissions of greenhouse gases. This problem is urgent, and the debate is complex, but I believe we can come together to invent new carbon-zero technologies, deploy the ones we have, and ultimately avoid a climate catastrophe.""",288,"['Nonfiction', 'Science', 'Climate Change', 'Environment', 'Politics', 'Audiobook', 'Sustainability']",2021,4.14,45678,4708
"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"When Jennifer Doudna was in sixth grade, she came home one day to find that her dad had left a paperback titled 
 on her bed. As she sped through the pages, she became enthralled by the intense drama behind the competition to discover the code of life. Even though her high school counselor told her girls didn’t become scientists, she decided she would.
Driven by a passion to understand how nature works and to turn discoveries into inventions, she would help to make what the book’s author, James Watson, told her was the most important biological advance since his co-discovery of the structure of DNA. She and her collaborators turned 
​
a curiosity ​of nature into an invention that will transform the human race: an easy-to-use tool that can edit DNA. Known as CRISPR, it opened a brave new world of medical miracles and moral questions.
 
The development of CRISPR and the race to create vaccines for coronavirus will hasten our transition to the next great innovation revolution. The past half-century has been a digital age, based on the microchip, computer, and internet. Now we are entering a life-science revolution. Children who study digital coding will be joined by those who study genetic code.
 
Should we use our new evolution-hacking powers to make us less susceptible to viruses? What a wonderful boon that would be! And what about preventing depression? Hmmm…Should we allow parents, if they can afford it, to enhance the height or muscles or IQ of their kids?
 
After helping to discover CRISPR, Doudna became a leader in wrestling with these moral issues and, with her collaborator Emmanuelle Charpentier, won the Nobel Prize in 2020.",536,"['Science', 'Nonfiction', 'Biography', 'History', 'Biology', 'Audiobook', 'Biography Memoir']",2021,4.29,34176,4305
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,"On January 20, 2021, Amanda Gorman became the sixth and youngest poet to deliver a poetry reading at a presidential inauguration. Taking the stage after the 46th president of the United States, Joe Biden, Gorman captivated the nation and brought hope to viewers around the globe.
This edition includes a foreword by Oprah Winfrey.",29,"['Nonfiction', 'Politics', 'Audiobook', 'History', 'Adult', 'Contemporary', 'Social Justice']",2021,4.56,31241,2999
The Premonition: A Pandemic Story,Michael   Lewis,"For those who could read between the lines, the censored news out of China was terrifying. But the president insisted there was nothing to worry about.
Fortunately, we are still a nation of skeptics. Fortunately, there are those among us who study pandemics and are willing to look unflinchingly at worst-case scenarios. Michael Lewis’s taut and brilliant nonfiction thriller pits a band of medical visionaries against the wall of ignorance that was the official response of the Trump administration to the outbreak of COVID-19.
The characters you will meet in these pages are as fascinating as they are unexpected. A thirteen-year-old girl’s science project on transmission of an airborne pathogen develops into a very grown-up model of disease control. A local public-health officer uses her worm’s-eye view to see what the CDC misses, and reveals great truths about American society. A secret team of dissenting doctors, nicknamed the Wolverines, has everything necessary to fight the pandemic: brilliant backgrounds, world-class labs, prior experience with the pandemic scares of bird flu and swine flu…everything, that is, except official permission to implement their work.
Michael Lewis is not shy about calling these people heroes for their refusal to follow directives that they know to be based on misinformation and bad science. Even the internet, as crucial as it is to their exchange of ideas, poses a risk to them. They never know for sure who else might be listening in.",304,"['Nonfiction', 'Science', 'History', 'Politics', 'Health', 'Medicine', 'Medical']",2021,4.34,39037,4021
I'm Glad My Mom Died,Jennette McCurdy,"A heartbreaking and hilarious memoir by iCarly and Sam & Cat star Jennette McCurdy about her struggles as a former child actor—including eating disorders, addiction, and a complicated relationship with her overbearing mother—and how she retook control of her life.
Jennette McCurdy was six years old when she had her first acting audition. Her mother’s dream was for her only daughter to become a star, and Jennette would do anything to make her mother happy. So she went along with what Mom called “calorie restriction,” eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided, “Your eyelashes are invisible, okay? You think Dakota Fanning doesn’t tint hers?” She was even showered by Mom until age sixteen while sharing her diaries, email, and all her income.
In I’m Glad My Mom Died , Jennette recounts all this in unflinching detail—just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly , she is thrust into fame. Though Mom is ecstatic, emailing fan club moderators and getting on a first-name basis with the paparazzi (“Hi Gale!”), Jennette is riddled with anxiety, shame, and self-loathing, which manifest into eating disorders, addiction, and a series of unhealthy relationships. These issues only get worse when, soon after taking the lead in the iCarly spinoff Sam & Cat alongside Ariana Grande, her mother dies of cancer. Finally, after discovering therapy and quitting acting, Jennette embarks on recovery and decides for the first time in her life what she really wants.
Told with refreshing candor and dark humor, I’m Glad My Mom Died is an inspiring story of resilience, independence, and the joy of shampooing your own hair.",320,"['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Mental Health', 'Autobiography', 'Adult']",2022,4.47,881457,94122
"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"From the #1 
 bestselling author of 
Killers of the Flower Moon
, a page-turning story of shipwreck, survival, and savagery, culminating in a court martial that reveals a shocking truth. The powerful narrative reveals the deeper meaning of the events on the 
Wager
, showing that it was not only the captain and crew who ended up on trial, but the very idea of empire.
On January 28, 1742, a ramshackle vessel of patched-together wood and cloth washed up on the coast of Brazil. Inside were thirty emaciated men, barely alive, and they had an extraordinary tale to tell. They were survivors of His Majesty's Ship the 
Wager
, a British vessel that had left England in 1740 on a secret mission during an imperial war with Spain. While the 
Wager
 had been chasing a Spanish treasure-filled galleon known as ""the prize of all the oceans,"" it had wrecked on a desolate island off the coast of Patagonia. The men, after being marooned for months and facing starvation, built the flimsy craft and sailed for more than a hundred days, traversing nearly 3,000 miles of storm-wracked seas. They were greeted as heroes.
But then . . . six months later, another, even more decrepit craft landed on the coast of Chile. This boat contained just three castaways, and they told a very different story. The thirty sailors who landed in Brazil were not heroes - they were mutineers. The first group responded with countercharges of their own, of a tyrannical and murderous senior officer and his henchmen. It became clear that while stranded on the island the crew had fallen into anarchy, with warring factions fighting for dominion over the barren wilderness. As accusations of treachery and murder flew, the Admiralty convened a court martial to determine who was telling the truth. The stakes were life-and-death--for whomever the court found guilty could hang.
The Wager
 is a grand tale of human behavior at the extremes told by one of our greatest nonfiction writers. Grann's recreation of the hidden world on a British warship rivals the work of Patrick O'Brian, his portrayal of the castaways' desperate straits stands up to the classics of survival writing such as 
The Endurance
, and his account of the court martial has the savvy of a Scott Turow thriller. As always with Grann's work, the incredible twists of the narrative hold the reader spellbound.",329,"['Nonfiction', 'History', 'Audiobook', 'True Crime', 'Adventure', 'Historical', 'Mystery']",2023,4.23,75313,7984
"Poverty, by America",Matthew Desmond,"The Pulitzer Prize–winning, bestselling author of Evicted reimagines the debate on poverty, making a new and bracing argument about why it persists in America: because the rest of us benefit from it.
 
ONE OF THE MOST ANTICIPATED BOOKS OF 2023: The Washington Post, Time, Esquire, Newsweek, Minneapolis Star Tribune, Elle, Salon, Lit Hub, Kirkus Reviews
The United States, the richest country on earth, has more poverty than any other advanced democracy. Why? Why does this land of plenty allow one in every eight of its children to go without basic necessities, permit scores of its citizens to live and die on the streets, and authorize its corporations to pay poverty wages? 
 
In this landmark book, acclaimed sociologist Matthew Desmond draws on history, research, and original reporting to show how affluent Americans knowingly and unknowingly keep poor people poor. Those of us who are financially secure exploit the poor, driving down their wages while forcing them to overpay for housing and access to cash and credit. We prioritize the subsidization of our wealth over the alleviation of poverty, designing a welfare state that gives the most to those who need the least. And we stockpile opportunity in exclusive communities, creating zones of concentrated riches alongside those of concentrated despair. Some lives are made small so that others may grow.
 
Elegantly written and fiercely argued, this compassionate book gives us new ways of thinking about a morally urgent problem. It also helps us imagine solutions. Desmond builds a startlingly original and ambitious case for ending poverty. He calls on us all to become poverty abolitionists, engaged in a politics of collective belonging to usher in a new age of shared prosperity and, at last, true freedom.",284,"['Nonfiction', 'Politics', 'Sociology', 'History', 'Economics', 'Audiobook', 'Social Justice']",2023,4.3,28248,4007
